Player,birthDate,Age
GJ Hill,2000-09-30,24.55
Yaramil Hiraldo,1995-12-31,29.3
Michael Hobbs,1999-07-10,25.78
Douglas Hodo III,2000-09-25,24.57
Wyatt Hoffman,1999-03-16,26.1
Jake Holton,1998-03-02,27.13
Josh Hood,2000-07-21,24.75
Brody Hopkins,2002-01-18,23.25
Alex Hoppe,1998-12-17,26.34
Ed Howard,2002-01-28,23.23
Carter Howell,1999-02-07,26.2
Gabriel Hughes,2001-08-22,23.66
Jonathan Hughes,1997-01-08,28.28
Nick Hull,1999-08-21,25.66
K.C. Hunt,2000-07-14,24.77
Cade Hunter,2000-11-29,24.39
Jack Hurley,2002-03-13,23.1
Joel Hurtado,2001-02-06,24.2
Ruben Ibarra,1999-04-26,25.98
Cooper Ingle,2002-02-23,23.15
Xavier Isaac,2003-12-17,21.34
Gabriel Jackson,2001-09-07,23.62
Jeremiah Jackson,2000-03-26,25.07
Zach Jacobs,2001-09-09,23.61
Kamren James,2000-05-25,24.9
Jim Jarvis,2000-11-06,24.45
Mike Jarvis,1998-05-12,26.94
Dylan Jasso,2002-11-30,22.39
Mitch Jebb,2002-05-13,22.94
Walker Jenkins,2005-02-19,20.16
Ryan Jennings,1999-06-23,25.83
Steven Jennings,1998-11-13,26.43
Carter Jensen,2003-07-03,21.8
Wil Jensen,1997-09-02,27.63
Brandon Johnson,1999-06-12,25.86
Colton Johnson,1998-07-28,26.73
Cooper Johnson,1998-04-25,26.99
Preston Johnson,2000-03-11,25.11
Ryan Johnson,2000-12-27,24.31
Termarr Johnson,2004-06-11,20.86
Ty Johnson,2001-09-25,23.57
Will Johnston,2000-12-12,24.35
Brock Jones,2001-03-28,24.06
Nick Jones,1999-01-22,26.24
Spencer Jones,2001-05-14,23.93
Stephen Jones,1997-07-30,27.72
Blaze Jordan,2002-12-19,22.34
Rowdey Jordan,1999-01-27,26.23
Dyan Jorge,2003-03-18,22.09
Tavian Josenberger,2001-10-23,23.49
Elison Joseph,2001-01-24,24.24
Corey Joyce,1998-08-19,26.67
Jimmy Joyce,1999-01-13,26.27
Jorge Juan,1999-03-06,26.12
Daniel Juarez,2000-09-28,24.56
Victor Juarez,2003-06-19,21.84
Josh Jung,1998-02-12,27.18
Chris Kachmar,1996-09-03,28.63
Jared Karros,2000-11-16,24.42
Kyle Karros,2002-07-26,22.74
Kobe Kato,1999-03-19,26.09
C.J. Kayfus,2001-10-28,23.48
Damon Keith,2000-05-28,24.9
Nic Kent,2000-04-10,25.03
Caleb Ketchup,2002-01-04,23.29
Tanner Kiest,1994-09-16,30.59
Kevin Kilpatrick Jr.,2000-11-25,24.4
Craig Kimbrel,1988-05-28,36.9
Charles King,1998-01-06,27.29
Justin King,1997-12-19,27.33
Jimmy Kingsbury,1999-02-13,26.18
Cooper Kinney,2003-01-27,22.23
Grant Kipp,1999-11-11,25.44
George Klassen,2002-01-26,23.23
John Klein,2002-04-22,23.0
Bill Knight,1999-08-24,25.66
Michael Knorr,2000-05-12,24.94
Antonio Knowles,2000-01-15,25.26
Zach Kokoska,1998-10-20,26.5
Mark Kolozsvary,1995-09-04,29.63
Brandon Komar,1999-05-08,25.95
Ronan Kopp,2002-07-28,22.73
Nick Krauth,1999-09-06,25.62
Ben Kudrna,2003-01-30,22.22
Tate Kuehner,2001-02-07,24.2
Travis Kuhn,1998-05-20,26.92
Trevor Kuncl,1999-02-28,26.14
Robert Kwiatkowski,1997-06-08,27.87
Victor Labrada,2000-01-16,25.26
Joe Lampe,2000-12-05,24.37
Wyatt Langford,2001-11-15,23.43
Janser Lara,1996-08-10,28.69
Jhancarlos Lara,2003-01-15,22.26
Luis Lara,2004-11-17,20.42
Conor Larkin,1999-03-17,26.09
Adam Laskey,1998-03-09,27.12
Johnathan Lavallee,1999-08-11,25.69
Bryan Lavastida,1998-11-27,26.4
Cody Laweryson,1998-05-10,26.95
Cortland Lawson,2000-05-12,24.94
David Leal,1997-04-22,27.99
Colton Ledbetter,2001-11-15,23.43
Ben Leeper,1997-06-15,27.85
Marcus Lee Sang,2001-01-02,24.3
Zac Leigh,1997-11-14,27.43
Tatem Levins,1999-05-29,25.89
Ahbram Liendo,2004-02-01,21.22
Daylen Lile,2002-11-30,22.39
Lyle Lin,1997-06-26,27.82
Carlos Linarez,2001-10-24,23.49
Valentin Linarez,2000-02-14,25.18
Guy Lipscomb,2001-03-11,24.11
Enderso Lira,2003-10-11,21.52
Thayron Liranzo,2003-07-05,21.79
Victor Lizarraga,2003-11-30,21.39
Daniel Lloyd,2000-08-08,24.7
Ryan Lobus,2000-09-08,24.61
Griffin Lockwood-Powell,1998-02-23,27.15
Carter Loewen,1998-09-28,26.56
Ryan Long,1999-10-19,25.5
Seth Lonsway,1998-10-07,26.54
Nick Lorusso,2000-09-11,24.61
Austin Love,1999-01-26,26.23
Kyle Luckham,1999-10-01,25.55
William Lugo,2002-01-02,23.3
Gil Luna,1999-07-29,25.73
Jared Lyons,2000-09-27,24.56
Tommy Mace,1998-11-11,26.44
Travis MacGregor,1997-10-15,27.51
Josh Maciejewski,1995-08-14,29.68
Joe Mack,2002-12-27,22.31
Angel Macuare,2000-03-03,25.13
Bryce Madron,2001-07-01,23.8
Bryan Magdaleno,2001-02-22,24.16
Andrew Magno,1998-04-30,26.97
Jack Mahoney,2001-08-13,23.69
Ben Malgeri,2000-01-12,25.27
Rorik Maltrud,2000-03-21,25.08
Joey Mancini,2000-10-04,24.54
Mark Manfredi,2000-01-28,25.23
Luke Mann,2000-04-13,25.02
Andrew Marrero,2000-05-08,24.95
Garrett Martin,2000-06-28,24.81
Trevor Martin,2000-12-15,24.34
Chazz Martinez,2000-01-06,25.29
Gabriel Martinez,2002-07-24,22.74
Michael Martinez,1999-07-11,25.78
Nathan Martorella,2001-02-18,24.17
Jason Matthews,1997-04-09,28.03
Brycen Mautz,2001-07-17,23.76
Gunner Mayer,2000-07-27,24.73
Charles McAdoo,2002-03-06,23.12
Ben McCabe,2000-02-04,25.21
David McCabe,2000-03-25,25.07
Zach McCambley,1999-05-04,25.96
James McCann,1990-06-13,34.85
Ryan McCarty,1999-04-22,26.0
Mac McCroskey,1999-12-31,25.3
Lance McCullers Jr.,1993-10-02,31.55
Griff McGarry,1999-06-08,25.87
Haydn McGeary,1999-10-09,25.53
Bryce McGowan,2000-03-20,25.08
Shane McGuire,1999-04-12,26.02
Paul McIntosh,1997-11-20,27.41
Aaron McKeithan,1999-12-13,25.35
Sean McLain,2001-03-22,24.08
Nolan McLean,2001-07-24,23.74
Trey McLoughlin,1999-06-11,25.86
Jeff McNeil,1992-04-08,33.03
Jake McSteen,1996-03-12,29.11
Jacob Meador,2000-10-26,24.48
Joshua Mears,2001-02-21,24.16
Justin Meis,1999-11-23,25.41
Ian Mejia,2000-01-31,25.22
Cristofer Melendez,1997-09-16,27.59
Troy Melton,2000-12-03,24.38
Hendry Mendez,2003-11-07,21.45
Noah Mendlinger,2000-08-09,24.7
Abdiel Mendoza,1998-09-19,26.58
Carlos Mendoza,1999-12-14,25.35
Ramon Mendoza,2000-08-31,24.64
Manuel Mercedes,2002-09-21,22.58
Nick Merkel,1998-07-03,26.8
Matt Merrill,1998-06-11,26.86
Chris Meyers,1999-04-27,25.98
Luis Mieses,2000-05-31,24.89
Jordan Mikel,1999-03-24,26.08
Aidan Miller,2004-06-09,20.86
Tyler Miller,1999-12-17,25.34
Darrien Miller,2001-03-10,24.11
Jacob Miller,2003-08-10,21.69
Jake Miller,2001-06-27,23.81
Jake Miller,2000-07-14,24.77
Simon Miller,2000-09-08,24.61
Cody Milligan,1998-12-23,26.32
Zane Mills,2000-07-04,24.79
Brennan Milone,2001-05-06,23.96
Camden Minacci,2002-01-14,23.26
Daniel Missaki,1996-04-09,29.03
Tucker Mitchell,2001-02-10,24.19
Ian Moller,2002-10-26,22.48
Yordanny Monegro,2002-10-14,22.52
Caden Monke,1999-09-02,25.63
Joseph Montalvo,2002-05-04,22.96
Benny Montgomery,2002-09-09,22.61
Alex Mooney,2002-07-06,22.79
Brody Moore,2000-07-20,24.75
Christian Moore,2002-10-21,22.5
Andrew Moore,1999-08-11,25.69
Robert Moore,2002-03-31,23.06
Wesley Moore,1999-09-05,25.62
Darlin Moquete,1999-09-19,25.59
Nick Morabito,2003-05-07,21.95
Luis Morales,2002-09-24,22.57
Yohandy Morales,2001-10-09,23.53
Zane Morehouse,1999-11-16,25.43
Luis Moreno,1999-05-29,25.89
David Morgan,1999-10-26,25.48
Zach Morgan,2000-03-30,25.06
Alfred Morillo,2001-11-14,23.43
Cody Morissette,2000-01-16,25.26
Nick Morreale,1997-07-27,27.73
Kade Morris,2002-06-21,22.83
Gabe Mosser,1996-06-08,28.87
Rolddy Munoz,2000-04-14,25.02
Kai Murphy,2000-08-26,24.65
Luke Murphy,1999-11-05,25.46
BJ Murray Jr.,2000-01-05,25.29
Ethan Murray,2000-05-13,24.94
Mitch Myers,1999-01-08,26.28
Tyler Myrick,1998-06-25,26.82
Joe Naranjo,2001-05-11,23.94
Omar Narvaez,1992-02-10,33.19
Samy Natera Jr.,1999-11-05,25.46
Tim Naughton,1995-11-14,29.43
Andrick Nava,2001-10-06,23.54
Brandon Neeck,1999-10-19,25.5
Mat Nelson,1999-01-14,26.26
Braden Nett,2002-06-18,22.84
Mitch Neunborn,1997-06-27,27.81
Chris Newell,2001-04-23,23.99
Jackson Nezuh,2002-02-11,23.19
Cy Nielson,2001-02-25,24.15
Rikuu Nishida,2001-05-06,23.96
Spencer Nivens,2001-11-16,23.43
Rodolfo Nolasco,2001-09-23,23.57
Jaylen Nowlin,2001-01-29,24.22
Eduarniel Nunez,1999-06-07,25.87
Edwin Nunez,2001-11-05,23.46
Juan Nunez,2000-12-07,24.37
Jordan Nwogu,1999-03-10,26.11
Ethan O'Donnell,2002-03-27,23.07
Matt O'Neill,1997-08-20,27.67
Ryan Och,1998-07-18,26.76
Gerald Ogando,2000-07-28,24.73
Keshawn Ogans,2001-08-26,23.65
Wyatt Olds,1999-08-05,25.71
Ricardo Olivar,2001-08-10,23.69
Johnny Olmstead,2000-07-10,24.78
Casey Opitz,1998-07-30,26.72
Douglas Orellana,2002-05-01,22.97
Jorel Ortega,2001-01-22,24.24
Abimelec Ortiz,2002-02-22,23.16
Devin Ortiz,1999-02-07,26.2
Orlando Ortiz-Mayr,1997-12-06,27.37
Drake Osborn,1998-07-22,26.75
Alejandro Osuna,2002-10-10,22.53
Hunter Owen,2002-01-30,23.22
Luis Pacheco,1999-04-22,26.0
Ezequiel Pagan,2000-07-08,24.78
Luis Palacios,2000-07-01,24.8
Richie Palacios,1997-05-16,27.93
Jake Palisch,1998-08-19,26.67
Peyton Pallette,2001-05-09,23.95
Miguel Palma,2002-01-04,23.29
Jaylen Palmer,2000-07-31,24.72
Kevin Parada,2001-08-03,23.71
Mike Paredes,2000-07-27,24.73
Hunter Parks,2001-04-28,23.98
Hunter Parsons,1997-06-24,27.82
Anderson Paulino,1998-09-12,26.6
Eddinson Paulino,2002-07-02,22.8
CD Pelham,1995-02-21,30.16
Colin Peluse,1998-06-11,26.86
Carlos Pena,1998-09-07,26.62
Viandel Pena,2000-11-22,24.41
Cole Percival,1999-02-26,26.15
Junior Perez,2001-07-04,23.79
Austin Peterson,1999-09-19,25.59
Nate Peterson,2000-02-15,25.18
Todd Peterson,1998-01-22,27.24
RJ Petit,1999-09-23,25.57
Alex Pham,1999-10-09,25.53
Kervin Pichardo,2001-10-15,23.51
Yohendrick Pinango,2002-05-07,22.95
Jack Pineda,1999-08-10,25.69
Leandro Pineda,2002-06-04,22.88
Jonathan Pintaro,1997-11-07,27.45
Dominic Pitelli,2002-01-18,23.25
Chase Plymell,1998-05-29,26.89
Nick Podkul,1997-04-11,28.02
Jairo Pomares,2000-08-04,24.71
Edgar Portes,2002-10-02,22.55
Holden Powell,1999-09-09,25.61
Elio Prado,2001-11-29,23.39
Cooper Pratt,2004-08-18,20.67
Sam Praytor,1999-04-04,26.05
Connor Prielipp,2001-01-10,24.27
A.J. Puckett,1995-05-27,29.9
Geraldo Quintero,2001-10-10,23.53
Nelson Rada,2005-08-24,19.66
Max Rajcic,2001-08-03,23.71
Jack Ralston,1997-08-13,27.69
Blake Rambusch,1999-08-31,25.64
Alex Ramirez,2003-01-13,22.27
Ben Ramirez,1998-12-02,26.38
Kelvin Ramirez,2001-06-10,23.86
Pedro Ramirez,2004-04-01,21.05
Jose Ramos,2001-01-01,24.3
Wilkin Ramos,2000-10-31,24.47
Lane Ramsey,1996-07-16,28.76
Ryan Ramsey,2001-01-18,24.25
Nick Raposo,1998-06-03,26.88
Shawn Rapp,2000-07-03,24.8
Nick Raquet,1995-12-12,29.36
Luis Ravelo,2003-11-05,21.46
Dylan Ray,2001-05-09,23.95
Oscar Rayo,2002-01-13,23.27
Patrick Reilly,2001-10-07,23.53
Bladimir Restituyo,2001-07-02,23.8
Adam Retzbach,2000-11-13,24.43
Felix Reyes,2001-03-26,24.07
John Rhodes,2000-08-15,24.68
Grant Richardson,1999-07-13,25.77
Caleb Ricketts,2000-05-10,24.94
Jeremy Rivas,2003-03-04,22.13
Josh Rivera,2000-10-10,24.53
Yaqui Rivera,2003-07-19,21.75
Caleb Roberts,2000-02-09,25.19
Cole Roberts,2000-10-09,24.53
Tyler Robertson,2000-03-10,25.11
Kristian Robinson,2000-12-11,24.36
Tekoah Roby,2001-09-18,23.59
Brock Rodden,2000-05-25,24.9
Bradgley Rodriguez,2003-11-16,21.43
Carlos Rodriguez,2000-12-07,24.37
Frank Rodriguez,2001-09-28,23.56
Hector Rodriguez,2004-03-11,21.11
Jesus Rodriguez,2002-04-23,22.99
Jose Rodriguez,2001-07-18,23.76
Julio E. Rodriguez,1997-06-11,27.86
Keyber Rodriguez,2000-10-24,24.49
Luis Angel Rodriguez,1999-09-10,25.61
Ramon Rodriguez,1998-10-30,26.47
Jack Rogers,1999-04-05,26.04
Maxwell Romero Jr.,2001-04-29,23.98
Mikey Romero,2004-01-12,21.27
Noelberth Romero,2001-12-05,23.37
Jarold Rosado,2002-07-13,22.77
Dalvy Rosario,2000-07-22,24.74
Jerming Rosario,2002-05-08,22.95
Kala'i Rosario,2002-07-02,22.8
Ronald Rosario,2003-01-01,22.3
Caden Rose,2001-10-07,23.53
Corey Rosier,1999-09-07,25.62
Ben Ross,2001-06-06,23.87
Shawn Ross,1999-09-30,25.56
Braxton Roxby,1999-03-12,26.11
Aaron Rozek,1995-08-20,29.67
Jake Rucker,1999-09-14,25.6
Jason Ruffcorn,1998-07-27,26.73
Zane Russell,2002-06-12,22.86
Sam Ruta,2001-10-22,23.49
Aaron Sabato,1999-06-04,25.88
Dustin Saenz,1999-06-02,25.88
Ethan Salas,2006-06-01,18.89
Romeo Sanabria,2002-05-02,22.97
Edgar Sanchez,2000-08-02,24.71
Rafael Sanchez,1999-08-22,25.66
Wilmy Sanchez,2003-12-17,21.34
Cam Sanders,1996-12-09,28.36
Will Sanders,2002-03-30,23.06
David Sandlin,2001-02-21,24.16
Alimber Santa,2003-05-03,21.97
Tyler Santana,1998-05-13,26.94
Alex Santos II,2002-02-10,23.19
Junior Santos,2001-08-16,23.68
Winston Santos,2002-04-15,23.01
Shane Sasaki,2000-07-01,24.8
Frankie Scalzo Jr.,1999-11-25,25.4
Shay Schanaman,1999-08-12,25.69
Cam Schlittler,2001-02-05,24.2
Clarke Schmidt,1996-02-20,29.16
Nick Schnell,2000-03-27,25.07
Tanner Schobel,2001-06-04,23.88
Tyler Schoff,1998-12-06,26.37
RJ Schreck,2000-07-12,24.77
Andrew Schultz,1997-07-31,27.72
Noah Schultz,2003-08-05,21.71
JT Schwartz,1999-12-17,25.34
Tyler Schweitzer,2000-09-19,24.58
Connor Scott,1999-10-08,25.53
Ben Sears,2000-06-15,24.85
Matt Seelinger,1995-04-19,30.0
Trent Sellers,1999-10-30,25.47
Adam Seminaris,1998-10-19,26.5
Reidis Sena,2001-04-07,24.04
Jared Serna,2002-06-01,22.89
Florencio Serrano,2000-02-23,25.16
Danny Serretti,2000-05-07,24.95
Anthony Servideo,1999-03-11,26.11
Jacob Sharp,2001-09-15,23.59
Davis Sharpe,2000-01-30,25.22
Evan Shawver,1999-09-11,25.61
Anthony Sherwin,2002-06-03,22.88
Dylan Shockley,1997-04-10,28.03
TJ Shook,1998-05-29,26.89
Avery Short,2001-03-14,24.1
Ryan Shreve,1998-06-23,26.83
Dalton Shuffield,1999-03-31,26.06
Seth Shuman,1997-12-01,27.38
Sammy Siani,2000-12-14,24.35
T.J. Sikkema,1998-07-25,26.74
Karson Simas,2001-06-01,23.89
Will Simpson,2001-08-28,23.64
Landon Sims,2001-01-03,24.29
Nick Sinacola,1999-10-29,25.48
Carson Skipper,1999-08-12,25.69
Dylan Smith,2000-05-28,24.9
Hagen Smith,2003-08-19,21.67
Robby Snelling,2003-12-19,21.34
Anthony Solometo,2002-12-02,22.38
Drew Sommers,2000-08-14,24.68
Jared Southard,2000-10-04,24.54
Garrett Spain,2000-09-21,24.58
Carter Spivey,1999-10-13,25.52
Harrison Spohn,1998-12-03,26.38
Brett Squires,2000-02-26,25.15
Connor Staine,2001-01-12,24.27
Dale Stanavich,1999-06-23,25.83
John Stankiewicz,1998-09-08,26.61
Josh Stephan,2001-11-01,23.47
Felix Stevens,1999-07-30,25.72
Tristan Stevens,1997-12-08,27.36
Sal Stewart,2003-12-07,21.37
Hunter Stovall,1996-09-05,28.62
Michael Stryffeler,1996-05-22,28.91
Baron Stuart,1999-07-24,25.74
C.J. Stubbs,1996-11-12,28.44
Christian Suarez,2000-11-25,24.4
Joander Suarez,2000-02-27,25.14
Adrian Sugastey,2002-10-23,22.49
Jared Sundstrom,2001-06-21,23.83
Trey Supak,1996-05-31,28.89
Jarlin Susana,2004-03-23,21.08
Travis Swaggerty,1997-08-19,27.67
Nic Swanson,1999-07-08,25.79
Drew Swift,1999-02-15,26.18
Leonardo Taveras,1998-09-07,26.62
Brayden Taylor,2002-05-22,22.91
Grant Taylor,2002-05-20,22.92
Jake Thompson,1998-03-03,27.13
Grayson Thurman,1998-12-27,26.31
Anders Tolhurst,1999-09-13,25.6
Shohei Tomioka,1996-02-29,29.14
Jonah Tong,2003-06-19,21.84
Alejandro Torres,2001-04-26,23.98
Jose Torres,1999-09-28,25.56
Victor Torres,2000-07-29,24.73
Michael Trautwein,1999-09-13,25.6
Caeden Trenkle,2001-06-29,23.81
Reed Trimble,2000-06-06,24.87
Tommy Troy,2002-01-17,23.26
Christopher Troye,1999-02-08,26.2
Matt Turner,1999-08-04,25.71
Michael Turner,1998-08-18,26.67
Tyresse Turner,2000-01-05,25.29
Mitchell Tyranski,1997-09-02,27.63
Tyler Uberstine,1999-06-01,25.89
Cayne Ueckert,1996-05-28,28.9
Miguel Ugueto,2002-09-03,22.63
Geison Urbaez,2000-07-05,24.79
Walbert Urena,2004-01-25,21.23
Yordys Valdes,2001-08-16,23.68
Jesus Valdez,1997-12-29,27.31
Joel Valdez,2000-04-28,24.98
Luis Valdez,2000-01-22,25.24
Eduardo Valencia,2000-01-25,25.23
Brandon Valenzuela,2000-10-02,24.55
CJ Van Eyk,1998-09-15,26.6
Peter Van Loon,1999-02-18,26.17
Alexander Vargas,2001-10-29,23.47
Imanol Vargas,1998-06-29,26.81
Jheremy Vargas,2003-05-10,21.95
Willy Vasquez,2001-09-06,23.62
Diego Velasquez,2003-10-01,21.55
Jordany Ventura,2000-07-06,24.79
Wilfred Veras,2002-11-15,22.43
Luis Verdugo,2000-10-12,24.52
Austin Vernon,1999-02-08,26.2
Anthony Vilar,1999-04-01,26.05
Mason Vinyard,1999-06-22,25.83
Max Wagner,2001-08-19,23.67
Sebastian Walcott,2006-03-14,19.1
Cayden Wallace,2001-08-07,23.7
Andrew Walling,1999-10-29,25.48
Jean Walters,2001-08-13,23.69
Braiden Ward,1999-01-18,26.25
Zavier Warren,1999-01-08,26.28
Danny Watson,2000-10-06,24.54
Kahlil Watson,2003-04-16,22.01
Ryan Watson,1999-04-26,25.98
Troy Watson,1997-06-11,27.86
Jacob Watters,2001-03-03,24.13
Beck Way,1999-08-06,25.71
Sam Weatherly,1999-05-28,25.9
Andy Weber,1997-07-24,27.74
Avery Weems,1997-06-06,27.87
Jared Wegner,1999-07-25,25.74
Blake Wehunt,2000-11-09,24.44
Levi Wells,2001-09-21,23.58
Jack Wenninger,2002-03-14,23.1
Lucas Wepf,1999-12-23,25.33
JJ Wetherholt,2002-09-10,22.61
Colby White,1998-07-04,26.8
Josh White,2000-11-24,24.4
Joe Whitman,2001-09-17,23.59
Jarret Whorff,1998-10-02,26.55
Cole Wilcox,1999-07-14,25.77
Brock Wilken,2002-06-17,22.84
Creed Willems,2003-06-04,21.88
Donta' Williams,1999-06-30,25.81
Henry Williams,2001-09-18,23.59
Jett Williams,2003-11-03,21.46
Peyton Williams,2000-09-14,24.6
Peyton Wilson,1999-11-01,25.47
Hogan Windish,1999-05-10,25.95
Danny Wirchansky,1997-07-02,27.8
Justin Wishkoski,2001-01-19,24.25
Tyler Woessner,1999-10-26,25.48
Jackson Wolf,1999-04-22,26.0
Jaden Woods,2002-02-01,23.21
Ethan Workinger,2001-10-19,23.5
Ryan Wrobleski,2000-02-02,25.21
Justin Yeager,1998-01-20,27.25
R.J. Yeager,1998-10-02,26.55
Andy Yerzy,1998-07-05,26.79
Carter Young,2001-01-24,24.24
Luke Young,2001-10-31,23.47
Taylor Young,1998-08-06,26.7
Wyatt Young,1999-12-05,25.37
Josh Zamora,1999-05-18,25.92
Alfredo Zarraga,2000-11-16,24.42
Aaron Zavala,2000-06-24,24.82
Adam Zebrowski,2000-09-28,24.56
Chen Zhong-Ao Zhuang,2000-08-25,24.65
Steven Zobac,2000-10-14,24.51
Philip Abner,2002-05-05,22.96
Nate Ackenhausen,2001-09-23,23.57
Victor Acosta,2004-06-10,20.86
Joe Adametz,1999-12-23,25.33
Mark Adamiak,2000-12-15,24.34
Cooper Adams,2000-06-14,24.85
Cody Adcock,2002-06-21,22.83
Chase Adkison,2000-06-05,24.87
Jonah Advincula,2001-01-06,24.28
Gabriel Aguilera,2000-08-19,24.67
Max Alba,1999-07-15,25.77
Marvin Alcantara,2004-11-02,20.46
Omar Alfonzo,2003-08-03,21.71
Ariel Almonte,2003-12-01,21.39
Edgar Alvarez,2001-02-19,24.16
Billy Amick,2002-11-04,22.46
Ryan Ammons,2001-04-17,24.01
Casey Anderson,2000-08-31,24.64
Ethan Anderson,2003-09-21,21.58
EJ Andrews Jr.,2000-09-28,24.56
Sam Antonacci,2003-02-06,22.2
Wuilfredo Antunez,2002-05-16,22.93
Jackson Appel,2001-08-31,23.64
Patricio Aquino,2003-05-01,21.97
Jadher Areinamo,2003-11-28,21.39
Anthony Arguelles,2000-08-16,24.68
Benjamin Arias,2001-11-05,23.46
Frankeli Arias,2003-04-05,22.04
Leandro Arias,2005-02-05,20.2
Victor Arias,2003-08-24,21.66
Wander Arias,1999-11-03,25.46
Ariel Armas,2002-11-29,22.39
Zach Arnold,2001-06-13,23.85
Felix Arronde,2003-04-25,21.99
Carlos Arroyo,2001-07-11,23.78
Michael Arroyo,2004-11-03,20.46
Johnny Ascanio,2003-07-04,21.8
Micah Ashman,2002-08-22,22.66
Brooks Auger,2001-10-20,23.5
Trevor Austin,2001-10-03,23.55
Corey Avant,2001-11-06,23.45
Luis Avila,2003-05-26,21.9
Jace Avina,2003-06-06,21.87
David Avitia,1998-09-20,26.58
Cole Ayers,1999-08-17,25.68
Jesus Baez,2005-02-26,20.15
Joshua Baez,2003-06-28,21.81
Juan Baez,2005-06-27,19.81
Nate Baez,2001-05-17,23.93
Andrew Baker,2000-03-24,25.07
Leo Balcazar,2004-06-17,20.84
Scott Bandura,2001-08-02,23.72
Zane Barnhart,2002-05-30,22.89
Boston Baro,2004-08-23,20.66
Abel Bastidas,2003-11-24,21.4
Aldrin Batista,2003-05-04,21.96
Edinson Batista,2002-05-19,22.92
Freuddy Batista,1999-12-12,25.36
Garrett Baumann,2004-08-15,20.68
Jarod Bayless,1996-12-29,28.31
Drew Beam,2003-02-14,22.18
Jace Beck,2000-06-14,24.85
Jared Beck,2000-07-01,24.8
Brandon Beckel,2001-10-20,23.5
Charlie Beilenson,1999-12-10,25.36
Luke Bell,2000-08-09,24.7
Juan Bello,2004-04-06,21.04
Spencer Bengard,2002-04-19,23.0
Carson Benge,2003-01-20,22.25
Juan Benjamin,2003-04-25,21.99
Pierce Bennett,2001-06-28,23.81
Jesse Bergin,1999-10-08,25.53
Jay Beshears,2002-05-06,22.96
Gabe Bierman,1999-09-03,25.63
Ryan Birchard,2003-07-12,21.77
Paul Blackburn,1993-12-04,31.38
Daniel Blair,1999-04-08,26.03
Miguel Bleis,2004-03-01,21.14
A.J. Block,1998-04-16,27.01
Jake Bockenstedt,1999-11-15,25.43
Branden Boissiere,2000-03-23,25.08
Bo Bonds,2001-01-10,24.27
Paul Bonzagni,2002-04-01,23.05
Wilian Bormie,2003-02-23,22.15
Julian Bosnic,1999-12-28,25.31
Josh Bostick,2001-10-20,23.5
Adam Boucher,2001-10-29,23.47
Ryan Bourassa,1999-12-18,25.34
Drew Bowser,2001-10-02,23.55
Emaarion Boyd,2003-08-22,21.66
Tyler Bradt,2001-02-11,24.19
Braxton Bragg,2000-10-28,24.48
Brooks Brannon,2004-05-04,20.96
Hunter Breault,1999-06-12,25.86
Ivan Brethowr,2003-02-27,22.14
Will Brian,1999-04-25,25.99
Josue Briceno,2004-09-23,20.57
Anderson Brito,2004-07-07,20.79
Chris Brito,1999-09-28,25.56
Logan Britt,2000-07-16,24.76
Julian Brock,2001-06-03,23.88
Bryan Broecker,2002-01-26,23.23
Archer Brookman,1999-01-08,26.28
Jake Brooks,2001-07-08,23.78
Canyon Brown,2003-08-07,21.7
Marcus Brown,2001-09-14,23.6
McCade Brown,2000-08-15,24.68
Jesus Bugarin,2001-12-02,23.38
Blake Burke,2003-06-11,21.86
Chase Burns,2003-01-16,22.26
Connor Burns,2001-12-25,23.32
Peter Burns,1999-10-14,25.52
Will Bush,2004-03-04,21.13
Jonny Butler,1999-02-12,26.18
Brandon Butterworth,2002-08-29,22.64
Ricky Cabrera,2004-10-31,20.47
Yovanny Cabrera,2001-03-22,24.08
Luis Caicuto,2003-03-05,22.13
Augusto Calderon,2000-10-06,24.54
Brett Callahan,2001-11-02,23.46
Dylan Campbell,2002-07-02,22.8
Jacob Campbell,2000-05-21,24.91
Ryan Campos,2002-10-16,22.51
Clark Candiotti,2000-09-02,24.63
Yiddi Cappe,2002-09-17,22.59
Jack Carey,1999-09-20,25.58
Max Carlson,2001-09-13,23.6
Josh Caron,2003-08-03,21.71
D.J. Carpenter,2000-02-08,25.2
Kyle Carr,2002-05-06,22.96
Burl Carraway,1999-05-27,25.9
Irv Carter,2002-10-09,22.53
Connor Caskenette,2002-06-14,22.85
Jackson Castillo,2003-05-02,21.97
Jesus Castillo,2003-07-12,21.77
Luis Castillo,2003-10-11,21.52
Rayner Castillo,2004-06-30,20.8
A.J. Causey,2002-11-19,22.42
Zachary Cawyer,2002-12-02,22.38
Nerwilian Cedeno,2002-03-16,23.1
Juan Chacon,2002-12-04,22.38
Yordin Chalas,2004-02-22,21.16
Hung-Leng Chang,2001-10-07,23.53
Austin Charles,2003-11-13,21.43
Ethan Chenault,2001-03-28,24.06
Wyatt Cheney,2001-01-10,24.27
Amilcar Chirinos,2001-11-07,23.45
Won-Bin Cho,2003-08-20,21.67
Jaison Chourio,2005-05-19,19.92
Jake Christianson,1999-10-22,25.49
Jurrangelo Cijntje,2003-05-31,21.89
Max Clark,2004-12-21,20.33
Seth Clark,1999-11-18,25.42
Logan Clayton,2000-05-02,24.97
Alex Clemmey,2005-07-18,19.76
