PlayerName,birthDate,Age
Hayden Merda,2000-03-21,26.04
David Mershon,2003-05-24,22.87
Cole Messina,2003-05-14,22.89
Chris Meyers,1999-04-27,26.94
Trevin Michael,1997-09-15,28.55
Eddie Micheletti Jr.,2001-12-29,24.27
Karson Milbrandt,2004-04-21,21.95
Darrien Miller,2001-03-10,25.07
Gage Miller,2003-03-01,23.1
Jacob Miller,2003-08-10,22.65
Joe Miller,2000-03-13,26.06
Simon Miller,2000-09-08,25.57
Zane Mills,2000-07-04,25.75
Brennan Milone,2001-05-06,24.91
Camden Minacci,2002-01-14,24.22
Nick Mitchell,2003-09-03,22.59
Tucker Mitchell,2001-02-10,25.15
Mason Molina,2003-07-08,22.74
Ian Moller,2002-10-26,23.44
Tommy Molsky,2003-02-06,23.16
Caden Monke,1999-09-02,26.59
Jose Montero,2003-07-14,22.73
Lazaro Montes,2004-10-22,21.45
Benny Montgomery,2002-09-09,23.57
Braden Montgomery,2003-04-16,22.97
Alex Mooney,2002-07-06,23.75
Coby Morales,2001-12-05,24.33
Michael Morales,2002-08-13,23.64
Zane Morehouse,1999-11-16,26.38
Johan Moreno,2003-03-26,23.03
Zach Morgan,2000-03-30,26.02
Alfred Morillo,2001-11-14,24.39
Andrew Morones,2000-12-19,25.29
Callan Moss,2003-08-31,22.6
Frank Mozzicato,2003-06-19,22.8
Hayden Mullins,2000-09-14,25.56
Ismael Munguia,1998-10-19,27.46
Kai Murphy,2000-08-26,25.61
Luke Murphy,1999-11-05,26.41
Owen Murphy,2003-09-27,22.52
Ryan Murphy,1999-10-08,26.49
Shane Murphy,2001-01-19,25.21
Austin Murr,1999-01-26,27.19
Kole Myers,2000-12-28,25.27
Nick Nastrini,2000-02-18,26.13
Brandon Neeck,1999-10-19,26.46
Tyson Neighbors,2002-10-09,23.49
James Nelson,1997-10-18,28.46
Kyle Nevin,2001-08-22,24.62
Chris Newell,2001-04-23,24.95
Ben Newton,2002-06-10,23.82
Jackson Nezuh,2002-02-11,24.15
Kay-Lan Nicasia,2002-04-10,23.99
TJ Nichols,2002-06-24,23.78
Cy Nielson,2001-02-25,25.11
Rikuu Nishida,2001-05-06,24.91
Dante Nori,2004-10-07,21.49
Jaylen Nowlin,2001-01-29,25.18
Edwin Nunez,2001-11-05,24.41
Jordan Nwogu,1999-03-10,27.07
Griff O'Ferrall,2003-02-02,23.17
Dylan O'Rae,2004-02-14,22.14
Jimmy Obertop,2000-06-12,25.81
Gerald Ogando,2000-07-28,25.69
Shinnosuke Ogasawara,1997-10-08,28.49
Ricardo Olivar,2001-08-10,24.65
Christian Oppor,2004-07-23,21.7
Edgardo Ordonez,2003-09-24,22.53
Douglas Orellana,2002-05-01,23.93
Angel Ortiz,2002-10-03,23.5
Deniel Ortiz,2004-08-24,21.61
Devin Ortiz,1999-02-07,27.16
Orlando Ortiz-Mayr,1997-12-06,28.33
Bryce Osmond,2000-09-05,25.58
Austin Overn,2003-05-10,22.9
Alberto Pacheco,2002-11-29,23.35
Izaac Pacheco,2002-11-18,23.38
Charlie Pagliarini,2000-12-12,25.31
Trey Paige,2000-11-09,25.4
Manuel Palencia,2002-09-05,23.58
Davison Palermo,1999-12-16,26.3
Jake Palisch,1998-08-19,27.63
Miguel Palma,2002-01-04,24.25
Kevin Parada,2001-08-03,24.67
Mike Paredes,2000-07-27,25.69
Aaron Parker,2003-01-17,23.21
Hunter Parks,2001-04-28,24.94
Hunter Patteson,2000-04-04,26.0
John Peck,2002-07-18,23.72
Zach Peek,1998-05-06,27.92
Fernando Peguero,2004-12-27,21.27
CD Pelham,1995-02-21,31.12
Colin Peluse,1998-06-11,27.82
Francis Pena,2001-01-25,25.19
Manuel Pena,2003-12-05,22.33
Dominic Perachi,2001-02-27,25.1
Cesar Perdomo,2002-02-09,24.15
Andy Perez,2004-06-03,21.84
Fernando Perez,2004-02-12,22.14
Jeral Perez,2004-11-06,21.41
Railin Perez,2001-09-02,24.59
Sam Petersen,2003-01-20,23.21
Kai Peterson,2002-08-14,23.64
Nate Peterson,2000-02-15,26.14
Cameron Pferrer,1998-12-18,27.3
Roman Phansalkar,1998-06-02,27.84
Kervin Pichardo,2001-10-15,24.47
Domenic Picone,2000-10-09,25.49
Jack Pineda,1999-08-10,26.65
Leandro Pineda,2002-06-04,23.84
Kenny Piper,1998-07-12,27.73
Dominic Pipkin,1999-11-05,26.41
Dominic Pitelli,2002-01-18,24.21
Geovanny Planchart,2001-09-17,24.55
Eybersson Polanco,2003-09-03,22.59
Blaze Pontes,2000-01-06,26.25
Holden Powell,1999-09-09,26.57
Michael Prosecky,2001-02-28,25.1
Luis Quinones,1997-07-02,28.76
Nelson Quiroz,2001-11-05,24.41
Shane Rademacher,2001-01-30,25.18
Stefan Raeth,2000-08-31,25.59
Blake Rambusch,1999-08-31,26.6
Alex Ramirez,2003-01-13,23.23
Kelvin Ramirez,2001-06-10,24.82
Jose Ramos,2001-01-01,25.26
Nick Raposo,1998-06-03,27.84
Tyler Ras,1999-11-09,26.4
Oscar Rayo,2002-01-03,24.25
Vince Reilly,2001-06-07,24.83
Jacob Reimer,2004-02-22,22.12
Livan Reinoso,1998-08-27,27.61
Adam Retzbach,2000-11-13,25.39
Carlos Rey,2002-05-19,23.88
Eric Reyzelman,2001-06-27,24.77
Roc Riggio,2002-06-11,23.82
Bryan Rincon,2004-02-08,22.15
Hancel Rincon,2002-04-28,23.94
Javier Rivas,2002-09-01,23.59
Jeremy Rivas,2003-03-04,23.09
Xavier Rivas,2002-07-11,23.73
Eduardo Rivera,2003-06-13,22.81
Erik Rivera,2001-04-02,25.01
Yaqui Rivera,2003-07-19,22.71
Austin Roberts,1998-07-27,27.69
Kai Roberts,2001-03-15,25.06
Nick Robertson,1998-07-16,27.72
Domingo Robles,1998-04-29,27.93
Carson Roccaforte,2002-03-29,24.02
Erian Rodriguez,2001-11-23,24.36
Raudi Rodriguez,2003-07-07,22.75
Gabriel Rodriguez,1999-04-09,26.99
Keyber Rodriguez,2000-10-24,25.45
Manuel Rodriguez,2005-08-08,20.66
Moises Rodriguez,2002-03-03,24.09
Nick Rodriguez,2002-10-29,23.43
Dalton Rogers,2001-01-17,25.21
Jack Rogers,1999-04-05,27.0
Jefferson Rojas,2005-04-25,20.94
Yenrri Rojas,2003-11-30,22.35
Maxwell Romero Jr.,2001-04-29,24.93
Jarold Rosado,2002-07-13,23.73
Alfonsin Rosario,2004-06-21,21.79
Kala'i Rosario,2002-07-02,23.76
Ronald Rosario,2003-01-01,23.26
Caden Rose,2001-10-07,24.49
Ben Ross,2001-06-06,24.83
Shawn Ross,1999-09-30,26.51
Jake Rucker,1999-09-14,26.56
Matt Rudick,1998-07-02,27.76
Christian Ruebeck,2000-09-03,25.59
Jason Ruffcorn,1998-07-27,27.69
Poncho Ruiz,2002-02-23,24.11
Luis Rujano,2003-04-22,22.95
Luke Russo,2001-02-21,25.12
Carter Rustad,2001-04-23,24.95
Sam Ryan,1998-09-22,27.53
Tommy Sacco Jr.,1999-05-21,26.87
Darlin Saladin,2002-12-28,23.27
Ethan Salas,2006-06-01,19.84
Jose Salas,2003-04-26,22.94
Romeo Sanabria,2002-05-02,23.93
Fernando Sanchez,2000-09-13,25.56
Wilmy Sanchez,2003-12-17,22.3
Yosber Sanchez,2001-05-22,24.87
Nick Sando,2001-05-11,24.9
Michael Sansone,1999-11-10,26.4
Alex Santos II,2002-02-10,24.15
Winston Santos,2002-04-15,23.97
Jonathan Santucci,2002-12-28,23.27
Chris Sargent,2000-07-11,25.73
Shane Sasaki,2000-07-01,25.76
Shay Schanaman,1999-08-12,26.65
Tyler Schlaffer,2001-05-24,24.87
Will Schomberg,2001-01-30,25.18
Connor Schultz,1999-02-12,27.14
Thomas Schultz,1999-08-03,26.67
JT Schwartz,1999-12-17,26.3
Connor Scott,1999-10-08,26.49
Ben Sears,2000-06-15,25.8
Brett Sears,2000-05-02,25.92
Trent Sellers,1999-10-30,26.43
Adam Seminaris,1998-10-19,27.46
Eli Serrano III,2003-05-01,22.93
Danny Serretti,2000-05-07,25.91
Kenny Serwa,1997-08-03,28.67
Adam Serwinowski,2004-06-07,21.83
Evan Shaw,2001-02-02,25.17
Avery Short,2001-03-14,25.06
Sammy Siani,2000-12-14,25.31
Eric Silva,2002-10-03,23.5
Karson Simas,2001-06-01,24.84
Ben Simon,2002-03-22,24.04
Johan Simon,2001-07-01,24.76
Jared Simpson,2000-06-28,25.77
Will Simpson,2001-08-28,24.6
Landon Sims,2001-01-03,25.25
Ryan Sloan,2006-01-29,20.18
Austin Smith,1999-06-22,26.79
D'Andre Smith,2001-05-10,24.9
Darien Smith,1999-11-30,26.35
Jake Smith,1999-10-04,26.5
Cade Smith,2002-04-09,23.99
Hayden Snelsire,2001-01-16,25.22
Jake Snider,1998-05-19,27.88
Michael Snyder,2000-09-16,25.55
Anthony Solometo,2002-12-02,23.34
Thomas Sosa,2005-01-18,21.21
Garrett Spain,2000-09-21,25.54
Lucas Spence,2003-01-27,23.19
Ryan Spikes,2003-03-13,23.06
Jordan Sprinkle,2001-03-06,25.08
Brett Squires,2000-02-26,26.11
Connor Staine,2001-01-12,25.23
Gage Stanifer,2003-11-18,22.38
John Stankiewicz,1998-09-08,27.57
Hunter Stanley,1997-11-25,28.36
Khal Stephen,2002-12-21,23.29
Seth Stephenson,2001-01-10,25.23
Luke Stofel,2001-11-25,24.36
Levi Stoudt,1997-12-04,28.33
Samuel Strickland,1999-03-26,27.03
Peyton Stumbo,2002-06-28,23.77
Christian Suarez,2000-11-25,25.36
Santiago Suarez,2005-01-11,21.23
Chris Suero,2004-01-27,22.19
Adrian Sugastey,2002-10-23,23.45
Joseph Sullivan,2002-07-01,23.76
Jared Sundstrom,2001-06-21,24.79
Seiya Suzuki,1994-08-18,31.63
Eriq Swan,2001-10-31,24.43
Nic Swanson,1999-07-08,26.74
Charlie Szykowny,2000-06-30,25.76
Luke Taggart,1997-10-10,28.48
Graysen Tarlow,2001-07-07,24.74
Ambioris Tavarez,2003-11-12,22.4
Carlos Tavera,1998-10-06,27.5
Brayden Taylor,2002-05-22,23.87
Evan Taylor,1999-12-26,26.28
John Taylor,2001-04-26,24.94
Nelly Taylor,2003-01-22,23.2
Will Taylor,2003-01-10,23.23
Nico Tellache,1998-01-14,28.22
Saul Teran,2002-03-20,24.04
Johnathon Thomas,2000-03-01,26.09
Brandt Thompson,2002-07-04,23.75
Andrew Thurman,1991-12-10,34.32
Tyler Tolve,2000-07-16,25.72
Shohei Tomioka,1996-02-29,30.1
Landon Tomkins,2000-06-23,25.78
Cristofer Torin,2005-05-26,20.86
Alejandro Torres,2001-04-26,24.94
Carlos Torres,2001-05-03,24.92
Eric Torres,1999-09-22,26.54
Jose Torres,1999-09-28,26.52
Lenny Torres Jr.,2000-10-15,25.47
Nicholas Torres,1993-06-30,32.76
Cristhian Tortosa,1998-10-30,27.43
Blake Townsend,2001-04-05,25.0
Michael Trautwein,1999-09-13,26.56
Josh Trentadue,2002-01-25,24.19
Carter Trice,2002-08-23,23.62
Fenwick Trimble,2002-08-29,23.6
Derek True,2001-04-25,24.94
Braydon Tucker,1999-07-19,26.71
Carson Tucker,2002-01-24,24.19
Matt Turner,1999-08-04,26.67
Will Turner,2002-09-18,23.55
Miguel Ugueto,2002-09-03,23.59
Fidel Ulloa,2003-01-03,23.25
Geison Urbaez,2000-07-05,25.75
Miguel Useche,2001-01-23,25.2
Jesus Valdez,1997-12-29,28.27
Reid VanScoter,1998-11-25,27.36
Connor Van Scoyoc,1999-11-26,26.36
Alexander Vargas,2001-10-29,24.43
Jheremy Vargas,2003-05-10,22.9
Luis Vargas,2002-05-02,23.93
Marco Vargas,2005-05-14,20.89
Samuel Vasquez,1999-09-20,26.54
Daniel Vazquez,2003-12-15,22.31
Diego Velasquez,2003-10-01,22.51
Ralphy Velazquez,2005-05-28,20.85
Ricardo Velez,1998-08-21,27.62
Daniel Vellojin,2000-03-15,26.06
Wilfred Veras,2002-11-15,23.39
Luis Verdugo,2000-10-12,25.48
Joe Vetrano,2002-05-10,23.9
Najer Victor,2001-11-28,24.35
Tyler Vogel,2000-11-16,25.38
Trystan Vrieling,2000-10-02,25.51
Luke Waddell,1998-07-13,27.73
Cayden Wallace,2001-08-07,24.66
Je'Von Ward,1999-10-25,26.44
Bryson Ware,2000-12-28,25.27
Zavier Warren,1999-01-08,27.24
Chase Watkins,1999-10-04,26.5
Michael Watson,2002-06-18,23.8
Will Watson,2002-11-07,23.41
Sam Weatherly,1999-05-28,26.86
Andy Weber,1997-07-25,28.7
Blake Wehunt,2000-11-09,25.4
Jackson Wentworth,2002-08-08,23.66
Lucas Wepf,1999-12-23,26.28
Brandon White,1999-11-26,26.36
Mitch White,1999-11-21,26.37
Tommy White,2003-03-02,23.09
Joe Whitman,2001-09-17,24.55
Jarret Whorff,1998-10-02,27.51
Brett Wichrowski,2002-08-15,23.64
Connor Wietgrefe,2002-06-06,23.83
Owen Wild,2002-07-30,23.68
Matt Wilkinson,2002-12-10,23.32
Alex Williams,1999-10-22,26.45
Henry Williams,2001-09-18,24.54
Braylen Wimmer,2000-12-27,25.27
Matthew Wood,2001-03-02,25.09
Jaden Woods,2002-02-01,24.17
Ethan Workinger,2001-10-19,24.46
Jefry Yan,1996-08-17,29.63
Eric Yost,2002-10-15,23.47
Carter Young,2001-01-24,25.19
Luke Young,2001-10-31,24.43
Wyatt Young,1999-12-05,26.33
Kenyon Yovan,1997-12-28,28.27
Tyrone Yulie,2001-08-04,24.67
Aneurys Zabala,1996-12-21,29.29
Samuel Zavala,2004-07-15,21.72
Adam Zebrowski,2000-09-28,25.52
Gage Ziehl,2003-05-15,22.89
Cohen Achen,2001-07-31,24.68
Angel Acosta,2003-03-02,23.09
Josh Adamczewski,2005-05-10,20.9
Joe Adametz,1999-12-23,26.28
Cody Adcock,2002-06-21,23.79
Ismael Agreda,2003-10-08,22.49
Blake Aita,2003-06-11,22.82
Hunter Alberini,2001-12-20,24.29
Dash Albus,2002-07-24,23.7
Alfredo Alcantara,2005-10-25,20.44
Pablo Aldonis,2002-03-21,24.04
Jay Allmer,2002-06-27,23.77
Ariel Almonte,2003-12-01,22.34
Wehiwa Aloy,2004-02-04,22.17
Austin Amaral,2001-12-04,24.33
Juan Amarante,2004-04-14,21.97
Antonio Anderson,2005-06-28,20.77
Ryan Andrade,2003-03-17,23.05
Jackson Appel,2001-08-31,24.59
Wellington Aracena,2004-12-27,21.27
Frankeli Arias,2003-04-05,23.0
Leandro Arias,2005-02-05,21.16
Roderick Arias,2004-09-09,21.57
Juan Arnaud,2003-06-22,22.79
Johnny Ascanio,2003-07-04,22.75
Channing Austin,2001-12-21,24.29
Morris Austin,2000-03-27,26.02
RJ Austin,2003-12-18,22.3
Luis Avila,2003-05-26,22.86
Kyle Ayers,2003-03-03,23.09
Owen Ayers,2001-06-07,24.83
Jesus  Baez,2005-02-26,21.1
Juan Baez,2005-06-27,20.77
Merrick Baldo,2000-07-17,25.72
Brett Banks,2001-10-03,24.5
Teo Banks,2003-07-10,22.74
Gabriel Barbosa,2002-01-22,24.2
Alberto Barriga,2004-11-15,21.39
Caleb Bartolero,1999-11-04,26.42
Boston Bateman,2005-09-20,20.54
Freuddy Batista,1999-12-12,26.31
Gilberto Batista,2005-01-08,21.24
Tanner Bauman,2002-05-07,23.91
John Bay,2001-05-16,24.89
Kevin Bazzell,2003-03-29,23.02
Noah Beal,2001-11-30,24.34
Christian Becerra,2003-06-02,22.84
Brandon Beckel,2001-10-20,24.46
Ethan Bell,2002-02-14,24.14
Luke Bell,2000-08-09,25.65
Manuel Beltre,2004-06-09,21.82
Max Belyeu,2003-12-15,22.31
Jonatan Bernal,2002-06-29,23.77
Logan Berrier,2001-02-26,25.1
Calvin Bickerstaff,2002-01-22,24.2
Nick Biddison,2000-07-30,25.68
Jacob Bimbi,2002-06-05,23.83
Eric Bitonti,2005-11-17,20.38
Tucker Biven,2004-02-21,22.12
Beau Blanchard,2002-02-09,24.15
Tony Blanco Jr.,2005-05-14,20.89
Nathan Blasick,2001-06-26,24.77
Adrian Bohorquez,2005-03-03,21.09
Caleb Bonemer,2005-10-05,20.5
Bobby Boser,2002-12-05,23.33
Alex Bouchard,2003-08-11,22.65
Adam Boucher,2001-10-29,24.43
Drew Bowser,2001-10-02,24.51
Logan Braunschweig,2002-11-29,23.35
Brody Brecht,2002-09-27,23.52
Tyler Bremner,2004-04-20,21.96
Hoss Brewer,2001-02-20,25.12
Miguel Briceno,2003-07-06,22.75
Nick Brink,2001-09-27,24.52
Anderson Brito,2004-07-07,21.74
Chris Brito,1999-09-28,26.52
Rio Britton,2002-12-23,23.28
Sam Brodersen,2002-05-17,23.89
Steven Brooks,2002-09-20,23.54
Ely Brown,2004-07-13,21.73
Marcus Brown,2001-09-14,24.56
Ryan Brown,2000-11-02,25.42
Kevin Bruggeman,2001-07-25,24.7
Gavin Bruni,2002-10-12,23.48
Drew Brutcher,2002-02-12,24.14
Trent Buchanan,2001-09-24,24.53
Colin Burgess,2000-11-10,25.4
Jacob Burke,2001-02-26,25.1
Robbie Burnett,2002-12-01,23.34
Peter Burns,1999-10-14,26.48
Ryan Burrowes,2004-08-17,21.63
Starlyn Caba,2005-12-06,20.33
Myles Caba,2001-08-21,24.62
Ryan Cabarcas,2001-04-24,24.95
Victor Cabreja,2002-01-10,24.23
Luis Caicuto,2003-03-05,23.09
Robert Calaz,2005-11-22,20.37
Slade Caldwell,2006-06-18,19.8
Chase Call,2002-05-18,23.88
Cam Caminiti,2006-08-08,19.66
Clayton Campbell,2003-09-11,22.57
Justin Campbell,2001-02-14,25.14
Roberto Campos,2003-06-14,22.81
Clark Candiotti,2000-09-02,25.59
Cam Cannarella,2003-09-06,22.58
Brooks Caple,2002-08-23,23.62
Xavier Cardenas III,2003-06-12,22.81
Owen Carey,2006-07-22,19.7
Parker Carlson,2003-02-28,23.1
Easton Carmichael,2003-11-03,22.42
Carlos Caro,2004-11-04,21.42
Josh Caron,2003-08-03,22.67
D.J. Carpenter,2000-02-08,26.15
Luis Carrasco,2001-12-19,24.29
Diego Cartaya,2001-09-07,24.57
Yeiber Cartaya,2003-01-20,23.21
Jake Casey,2003-04-17,22.97
Connor Caskenette,2002-06-14,23.81
Carlos Castillo,2006-02-04,20.16
Juan Castillo,2003-01-16,23.22
Kenny Castillo,2004-05-13,21.89
Luis Castillo,2003-10-11,22.48
Rayner Castillo,2004-06-30,21.76
Austin Cates,2003-05-20,22.88
Everett Catlett,2002-07-17,23.72
Jack Cebert,2002-04-01,24.01
Felnin Celesten,2005-09-15,20.55
Chase Centala,2002-03-18,24.05
Angel Cepeda,2005-10-29,20.43
Jose Cerice,2005-05-12,20.9
Ryan Cesarini,2002-12-16,23.3
Yoeilin Cespedes,2005-09-08,20.57
Justin Chambers,2005-08-14,20.64
Hung-Leng Chang,2001-10-07,24.49
Austin Charles,2003-11-13,22.39
Davis Chastain,2004-06-23,21.78
Kendry Chirinos,2004-10-06,21.49
Won-Bin Cho,2003-08-20,22.63
Jaison Chourio,2005-05-19,20.88
Cade Citelli,2001-08-10,24.65
Jonathan Clark,2000-06-03,25.84
Logun Clark,2003-06-04,22.84
Wallace Clark,2002-06-08,23.82
Cam Clayton,2002-07-06,23.75
Luis Cohen,2003-05-26,22.86
Trevor Cohen,2003-10-29,22.43
Maick Collado,2002-12-24,23.28
Corey Collins,2001-10-10,24.48
Jose Colmenares,2002-04-03,24.01
Aaron Combs,2001-12-28,24.27
Brandon Compton,2003-10-27,22.44
Yerlin Confidan,2002-12-16,23.3
Nick Conte,2002-04-25,23.95
Kaleb Corbett,2001-12-06,24.33
Jose Cordoba,2003-01-03,23.25
Danis Correa,1999-08-26,26.61
Chris Cortez,2002-10-06,23.5
Jack Costello,2001-05-17,24.88
Brady Counsell,2003-05-03,22.92
Jackson Cox,2003-09-25,22.53
Robert Cranz,2003-05-28,22.86
Jacob Cravey,2001-09-28,24.52
Anthony Cruz,2002-08-19,23.63
Narbe Cruz,2000-10-01,25.51
Nicolas Cruz,2004-04-23,21.95
Reynardo Cruz,2001-10-24,24.45
Elis Cuevas,2004-11-08,21.4
Yohairo Cuevas,2003-09-16,22.55
Dylan Cumming,1999-05-14,26.89
Carter Cunningham,2000-11-06,25.41
Jake Cunningham,2002-07-03,23.76
Brian Curley,2003-06-01,22.84
Dean Curley,2004-04-15,21.97
Aidan Curry,2002-07-25,23.7
Jake Curtis,2002-03-21,24.04
Hayden Cuthbertson,2004-01-19,22.21
Colin Daniel,2003-09-10,22.57
Joey Danielson,2001-01-11,25.23
Zander Darby,2002-11-26,23.36
Zach Daudet,2003-06-10,22.82
Charles Davalan,2003-12-16,22.3
Gabe Davis,2003-10-21,22.46
Kevin Davis,1999-05-07,26.91
Luke Davis,2003-01-09,23.24
Brady Day,2002-03-06,24.08
Danny De Andrade,2004-04-10,21.98
Brandon Decker,2002-07-10,23.74
Cameron Decker,2003-09-22,22.54
Jaycob Deese,2000-05-30,25.85
Ryan Degges,2002-09-09,23.57
Cedric De Grandpre,2002-01-25,24.19
Randy De Jesus,2005-02-13,21.14
Luis De La Torre,2003-09-06,22.58
Yordany De Los Santos,2005-02-17,21.13
Jacob Denner,2000-08-14,25.64
Anthony DePino,2003-02-19,23.12
Nolan DeVos,2000-08-11,25.65
Khadim Diaw,2003-08-23,22.62
Blayberg Diaz,2003-01-31,23.18
Davis Diaz,2003-03-02,23.09
Joel Diaz,2004-02-26,22.11
Lisbel Diaz,2005-07-19,20.71
Randal Diaz,2003-05-20,22.88
Victor Diaz,2002-12-02,23.34
Daniel Dickinson,2003-12-05,22.33
Jose Dicochea,2001-03-21,25.04
Sayer Diederich,2000-10-10,25.48
Trey Dillard,1998-11-15,27.39
Marco Dinges,2003-09-05,22.58
Eliazar Dishmey,2004-10-25,21.44
Arturo Disla,2000-10-08,25.49
Hunter Dobbins,2002-09-28,23.52
Nate Dohm,2003-01-09,23.24
Jason Doktorczyk,2003-04-03,23.01
Taylor Dollard,1999-02-17,27.13
Vicarte Domingo,2002-11-18,23.38
Rayne Doncon,2003-09-22,22.54
Anthony Donofrio,2000-06-28,25.77
Ethan Dorchies,2006-10-22,19.45
Carter Dorighi,2003-06-11,22.82
Carson Dorsey,2003-02-25,23.11
Braylon Doughty,2005-12-07,20.33
Joel Dragoo,2003-01-08,23.24
Isaiah Drake,2005-07-15,20.72
Ryan Dromboski,2003-06-01,22.84
Hunter Dryden,2002-06-10,23.82
Alfredo Duno,2006-01-07,20.24
Edward Duran,2004-05-29,21.85
Reese Dutton,2001-05-15,24.89
Samuel Dutton,2003-05-05,22.92
Joseph Dzierwa,2004-04-21,21.95
J'Briell Easley,2001-10-12,24.48
Reid Easterly,2002-01-23,24.2
Steven Echavarria,2005-08-06,20.66
Jake Eddington,2001-04-26,24.94
Kamden Edge,2004-09-23,21.53
Clay Edmondson,2003-06-24,22.78
Jacob Edwards,2000-07-31,25.68
Kenten Egbert,2001-07-09,24.74
Austin Ehrlicher,2003-06-02,22.84
Brandon Eike,2001-10-01,24.51
Lucas Elissalt,2004-07-20,21.71
Matthew Ellis,2000-08-01,25.68
Anyelo Encarnacion,2004-01-02,22.26
Freili Encarnacion,2005-01-26,21.19
Alan Espinal,2002-01-16,24.22
Leonel Espinoza,2003-04-07,23.0
Jalen Evans,1998-09-19,27.54
Zach Evans,2002-07-16,23.72
Anthony Eyanson,2004-10-09,21.49
John Michael Faile,2000-05-11,25.9
Yhoiker Fajardo,2006-10-03,19.5
Jonny Farmelo,2004-09-09,21.57
Trent Farquhar,2001-03-12,25.07
Drew Faurot,2003-10-09,22.49
Angel Feliz,2006-11-16,19.38
Jaime Ferrer,2002-12-27,23.27
Dylan Fien,2005-10-20,20.46
Dilan Figueredo,2003-03-28,23.02
Gleider Figuereo,2004-06-27,21.77
Derlin Figueroa,2003-09-07,22.58
Victor Figueroa,2003-12-31,22.26
Jack Findlay,2002-08-18,23.63
Jackson Finley,2000-09-15,25.55
Andrew Fischer,2004-05-25,21.86
Kevin Fitzer,2001-10-16,24.47
Devin Fitz-Gerald,2005-08-17,20.63
Ethan Flanagan,2002-06-05,23.83
Stu Flesland III,2000-10-01,25.51
Nathan Flewelling,2006-11-11,19.4
Eminen Flores,2003-02-27,23.1
Jalin Flores,2003-07-31,22.68
Jesus Flores,2005-03-16,21.05
Juan Flores,2006-02-13,20.14
Junior Flores,2002-02-13,24.14
Luis Flores,2003-10-05,22.5
Aidan Foeller,2002-03-26,24.03
T.J. Fondtain,2001-02-22,25.11
Walter Ford,2004-12-28,21.27
Peyton Fosher,2003-04-30,22.93
Michael Fowler,2002-07-23,23.7
Rory Fox,2004-02-03,22.17
Brent Francisco,2001-06-11,24.82
Carlos Franco,2003-02-17,23.13
Tanner Franklin,2004-05-25,21.86
Dominic Freeberger,2000-04-05,26.0
J.R. Freethy,2002-12-23,23.28
Ethan Frey,2004-03-15,22.06
Riley Frey,2002-04-19,23.96
Francisco Frias,2004-10-15,21.47
Jackson Fristoe,2001-03-06,25.08
Jacob Frost,2003-05-14,22.89
Cole Gabrielson,2000-07-05,25.75
Luke Gabrysh,2003-04-16,22.97
Garrett Gainey,2000-06-22,25.79
Andres Galan,2003-07-04,22.75
Yorman Galindez,2003-02-03,23.17
Jesus Galiz,2003-12-19,22.29
Isaac Gallegos,2002-09-17,23.55
Jose Garces,2004-06-09,21.82
David Garcia,2000-02-06,26.16
Jogly Garcia,2003-09-08,22.57
Jake Garland,2000-09-26,25.52
Joey Gartrell,2003-07-09,22.74
Eric Genther,2002-06-16,23.8
Nate George,2006-06-04,19.84
Jose Geraldo,1999-12-03,26.34
Luis German,2001-10-14,24.47
Max Gieg,2001-06-08,24.82
Igor Gil,2001-03-23,25.03
John Gil,2006-05-14,19.89
Samuel Gil,2004-11-01,21.42
Theo Gillen,2005-09-12,20.56
Gary Gill Hill,2004-09-20,21.54
Hayden Gilliland,2001-10-29,24.43
Joe Glassey,2001-07-17,24.72
Henry Godbout,2003-11-06,22.41
Cristofer Gomez,2003-05-13,22.9
Franklin Gomez,2005-07-06,20.75
Justin Gonzales,2006-12-31,19.26
Asbel Gonzalez,2006-01-02,20.25
Esteban Gonzalez,2003-03-19,23.05
J.D. Gonzalez,2005-10-03,20.5
Joangel Gonzalez,2004-07-01,21.76
Joseilyn Gonzalez,2002-04-08,23.99
Josue Gonzalez,2003-10-30,22.43
Ricardo Gonzalez,2004-07-06,21.75
Gunner Gouldsmith,2001-09-12,24.56
Ben Grable,2002-05-03,23.92
Carter Graham,2001-09-17,24.55
Dilan Granadillo,2001-05-18,24.88
Mavis Graves,2003-11-20,22.37
Elijah Green,2003-12-04,22.34
Rodney Green Jr.,2003-04-12,22.98
Dylan Grego,2004-03-16,22.05
Caden Grice,2002-06-15,23.81
Jose Guedez,2001-09-27,24.52
Daniel Guerra,2004-03-13,22.06
Mason Guerra,2002-08-28,23.6
Eduardo Guerrero,2005-05-09,20.91
Daniel Guilarte,2003-10-29,22.43
Mac Guscette,2002-02-14,24.14
Anthony Gutierrez,2004-11-25,21.36
Carlos Gutierrez,2004-08-22,21.62
Daiverson Gutierrez,2005-09-11,20.56
Adonys Guzman,2003-12-04,22.34
Diego Guzman,2003-09-12,22.56
Owen Hackman,2001-11-02,24.42
Woody Hadeen,2002-07-16,23.72
Matt Halbach,2003-01-17,23.21
Noah Hall,2001-03-30,25.02
Tayden Hall,2003-01-12,23.23
Bryson Hammer,2001-10-08,24.49
Tyler Hampu,2002-07-14,23.73
Ty Hanchey,1999-12-19,26.29
Josh Hansell,2002-02-07,24.16
Ben Hansen,2002-03-12,24.07
Luke Hanson,2003-08-26,22.61
Gage Harrelson,2004-04-27,21.94
Trevor Harrison,2005-08-08,20.66
